content,true_label,pred_label
"By Simon Jessop LONDON (Reuters) - World stocks fell further and oil headed for a double-digit weekly slide on Friday as jitters over a rising global COVID-19 infection rate and next week's U.S. presidential election more than offset strong euro zone quarterly growth data. A strong central bank-fuelled bounce back from the initial pandemic slide earlier in the year has faltered this week, with concerns about an even worse second wave of infections, particularly in Europe, taking the froth off markets. ""The US election, the extent of further lockdown measures, Brexit negotiations and vaccine news all present both upside and downside risks over the coming weeks and it is understandable that investors may want to proceed with caution,"" said Mark Dowding, chief investment officer at BlueBay Asset Management. World stocks (MIWD00000PUS) were down 0.3% at 0925 GMT, tracking weakness in Asia, while U.S. stock futures (ESc1) (NQc1) were down 1% to 1.3%. Gold rose, with spot prices climbing 0.3% to $1,873 an ounce. In Europe, the blue-chip EuroSTOXX 50 (STOXX50E) was down 0.7% to take its weekly loss to 6.9% and leaving it at levels last seen in late May. MSCI's broadest index of Asia-Pacific shares outside of Japan (MIAPJ0000PUS) closed down 1.2% for a 2.2% weekly loss, breaking four straight weeks of gains. ""New lockdowns across Europe are being harshly repriced by markets,"" Barclays (LON:BARC) equity strategist Emmanuel Cau said in a note to clients. ""With complacency going fast, this dip could end up offering another good entry point, but a lot depends on the election outcome and timing of the results."" European government bond yields rose in response to fresh COVID restrictions across the continent, with Italian, Spanish and German 10-year debt yields all up between 1 and 2 basis points. While Brent crude (LCOc1) enjoyed something of a bounce approaching midday in London - up 0.5% and broadly in line with its U.S. peer (CLc1) - it still remains down sharply on the week, facing losses of nearly 10%. That in turn led to a broad sell-off of commodity linked currencies including the Russian rouble , Norwegian crown and Canadian dollar , which was facing its worst week since April. Graphic: Stocks, oil vs coronavirus cases https://fingfx.thomsonreuters.com/gfx/mkt/jbyprxdzope/Pasted%20image%201604051261032.png The weak sentiment dragging Europe lower came despite a strong showing in euro zone quarterly GDP figures - up 12.7% -, one day after the European Central Bank pledged more help for the economy when it next meets in December to help counter the potential economic hit from the pandemic. Societe Generale (OTC:SCGLY) FX analyst Kit Juckes said that given the recent imposition of a fresh lock-down in France, the positive growth data there - an 18.2% quarter-on-quarter jump - was not enough to outweigh the virus concerns. This week has seen global coronavirus cases rose by over 500,000 for the first time, with France and Germany prepping fresh lockdowns. In response, analysts expect an expansion and extension of the ECB's Pandemic Emergency Purchase Programme, a lower deposit facility rate, and even more generous lending terms for banks in December. The announcement sent the euro (EUR=) sliding to a four-week low of $0.1648 before recovering slightly on Friday to trade at $1.1679, down around 0.4% since the start of the month. The dollar index (=USD), meanwhile, held steady, bolstered by a solid session on Wall Street overnight after some strong tech sector earnings and data showing the U.S. economy grew at a record annualised pace of 33.1% in the third quarter.",neutral,neutral
"Investing.com-- Most Asian currencies firmed slightly on Wednesday tracking a stronger-than-expected reading on Chinese economic growth, although fears of an escalation in the Israel-Hamas war limited any major gains. Renewed fears of higher-for-longer U.S. interest rates also remained in play after a stronger-than-expected reading on retail sales for September, which markets feared could factor into stickier inflation. Still, trade-heavy currencies, particularly those exposed to China, saw some gains following a strong reading on third-quarter gross domestic product (GDP). The Australian dollar rose 0.2%, as did the South Korean won and Taiwan dollar. The Japanese yen was flat around 149 to the dollar, with focus remaining on a potential breach of 150, which is expected to attract currency market intervention by the government. The Indian rupee languished above 83 to the dollar, facing renewed pressure from a spike in oil prices. The Chinese yuan rose 0.1%, while the offshore yuan added 0.2% after data showed third quarter GDP grew more than expected. Quarter-on-quarter GDP growth also accelerated from prior quarter, indicating that some stimulus measures from Beijing were bearing fruit. But underlying Chinese economic growth- while seeing some improvement, still remained largely below pre-COVID levels, with the third-quarter GDP figures only showing some signs of progress. Optimism over the GDP reading was offset by persistent concerns over a debt default in China’s property sector, especially as beleaguered developer Country Garden (HK:2007) faces a repayment deadline this week. Concerns over a renewed trade war with the U.S. also dampened optimism towards China, after the White House unveiled new curbs on the export of artificial intelligence chips to China. The dollar index and dollar index futures weakened slightly in Asian trade, but remained close to 11-month peaks. Data released overnight showed that U.S. retail sales grew more than expected in September, pushing up concerns over sticky inflation, which could keep the Federal Reserve hawkish. This also came before a string of Fed speakers this week, most notably Chair Jerome Powell on Thursday. Markets remained wary of any more hawkish signals from Powell, after he signaled higher-for-longer rates at the Fed’s September meeting. Higher U.S. interest rates had battered Asian currencies over the past year, and are likely to limit any major recovery in the space until the Fed begins cutting rates in earnest. With 2007 making headlines, savvy investors are asking: Is it truly valued fairly? In a market full of overpriced darlings, identifying true value can be challenging.

InvestingPro's advanced AI algorithms have analyzed 2007 alongside thousands of other stocks to uncover hidden gems.

These undervalued stocks, potentially including 2007, could offer substantial returns as the market corrects. In 2025 alone, our AI identified several undervalued stocks that later surged by 50% or more.

Is 2007 poised for similar growth? Don't miss the opportunity to find out.",negative,negative
"By Peter Nurse Investing.com -- U.S. stocks are seen opening marginally higher Friday, continuing the previous session's huge turnaround ahead of a slew of big bank earnings and the latest retail sales release. At 07:00 ET (11:00 GMT), the Dow Futures contract was up 165 points or 0.6%, S&P 500 Futures traded 14 points or 0.4% higher, and Nasdaq 100 Futures climbed 20 points or 0.2%. The main equity indices closed sharply higher Thursday after falling early in the day on the heels of a report showing inflation ran hotter than expected in September, suggesting the Federal Reserve is likely to continue with its aggressive rate-hiking plan. The blue-chip Dow Jones Industrial Average ended more than 800 points or 2.8% higher, while the broad-based S&P 500 gained 2.6%, and the tech-heavy Nasdaq Composite ended 2.2% higher. The third quarter earnings season continues Friday, with a number of the country’s major banks due. There are hopes a solid quarter can boost sentiment, rather like it did in the previous reporting period. JPMorgan Chase (NYSE:JPM), Wells Fargo (NYSE:WFC), Morgan Stanley (NYSE:MS), and Citigroup (NYSE:C) are all scheduled to report before the bell, and these results will give investors a sense for what rising interest rates and inflation are doing to the nation's biggest lenders. UnitedHealth (NYSE:UNH) is also expected to report third quarter numbers, with the health insurer's costs, particularly those related to COVID-19, squarely in focus. Beyond Meat (NASDAQ:BYND) stock fell sharply premarket after the faux-meat maker slashed its annual revenue forecast due to rising inflation and said it was cutting about 200 jobs or 19% of its total workforce. U.S. retail sales data are due at 08:30 ET (12:30 GMT) and should provide clues on how the aggressive Fed rate hikes are impacting consumer demand. The latest consumer sentiment figures from the University of Michigan are also due at 10:00 ET (14:00 GMT). Oil prices weakened Friday and look set to post a weekly loss after a spike in China's COVID-19 cases and a bigger-than-expected build in U.S. crude inventories increased concerns over global demand. COVID cases persist in China, the world's largest importer, including in Shanghai, the country's financial capital, threatening new lockdowns, which could severely crimp demand. Additionally, official data from the U.S. Energy Information Administration showed that crude inventories grew by 9.9 million barrels last week, much more than expected. By 07:00 ET (11:00 GMT), U.S. crude futures traded 1.1% lower at $88.16 a barrel, while the Brent contract traded 0.9% lower at $93.73. Both contracts are down over 4% this week. Additionally, gold futures fell 0.9% to $1,661.70/oz, while EUR/USD traded 0.3% lower at 0.9741. First, check if it's included in one of this month's AI-powered stock strategies for ProPicks AI. Investing.com created these strategies to identify the most exciting trading opportunities currently in the market.

The stocks that made the cut could produce monster returns in the coming years, like ViaSat and Sapiens, both up over 60%+ each in Q2 of 2025 alone.

Is C one of them?",neutral,neutral
"Investing.com - Tui reported on Wednesday first quarter earnings that beat analysts' forecasts and revenue that topped expectations. Tui announced earnings per share of €-0.0357 on revenue of €3.37B. Analysts polled by Investing.com anticipated EPS of €-0.7618 on revenue of €3.2B. Tui shares are down 20.21% from the beginning of the year, still down 43.99% from its 52 week high of €4.64 set on February 25. They are under-performing the EUR/USD which is down 0% from the start of the year. Tui's report follows an earnings missed by Adidas on November 10, who reported EPS of €2.34 on revenue of €5.75B, compared to forecasts EPS of €2.46 on revenue of €5.84B. Continental AG had beat expectations on November 10 with third quarter EPS of €1.55 on revenue of €8B, compared to forecast for EPS of €0.7463 on revenue of €8.09B. Stay up-to-date on all of the upcoming earnings reports by visiting Investing.com's earnings calendar First, check if it's included in one of this month's AI-powered stock strategies for ProPicks AI. Investing.com created these strategies to identify the most exciting trading opportunities currently in the market.

The stocks that made the cut could produce monster returns in the coming years, like ViaSat and Sapiens, both up over 60%+ each in Q2 of 2025 alone.

Is TUI1n one of them?",neutral,neutral
"Investing.com -- The Dow closed lower Friday, ending September and the third quarter with a loss as mounting fears about higher for longer Federal Reserve interest rates and a government shutdown rattled investor sentiment. The Dow Jones Industrial Average fell 0.5%, 158 points, taking losses to about 2.7% for the third quarter. The  Nasdaq rose 0.1%, and the S&P 500 fell 0.2%, but ended the quarter about 3.6% and 3.7% respectively. The House of Representatives failed to pass a short-term spending measure Friday that would have kept the government open until Oct. 31, stoking fears that a government shutdown on Oct. 1 is increasing likely. A government shutdown is now almost priced in, Morgan Stanley says, and could dent fourth-quarter economic growth. “A government shutdown is near-consensus in DC, but the question is how long it will last. We “A government shutdown presents the risk that 4Q GDP growth could be negative. They continue to see the Fed on extended hold into 1Q24,” Morgan Stanley added. The core personal consumption expenditures price index, the Fed's preferred inflation measure, slowed to 0.1% from 0.2%, stoking investor optimism that the tide is starting to turn in the Fed’s fight to bring down inflation. The ongoing slowdown in “core inflation, the basis for guiding monetary policy, continues on a disinflationary trend, perpetuating the notion the Fed is at or near its terminal level,” Stifel said in a note. The inflation data pressured Treasury yields, but they still remain supported by expectations that the Fed is set to keep rates higher for longer. The 10-year yield soaredabout 20% on the quarter after dropping below 4% in early July. Big tech, which has suffered a hit from rising Treasury yields in recent weeks, traded mixed, with Alphabet (NASDAQ:GOOGL) and Meta Platforms (NASDAQ:META) leading to the downside, despite the retreat in yields. Tech stocks ended the quarter nearly 6% lower. The United Auto Workers, or UAW, union expected strikes against General Motors Company (NYSE:GM) and Ford Motor (NYSE:F) on Friday, but not at Stellantis NV (NYSE:STLA), citing progress in recent talks. “Stellantis is made significant progress on the 2009 cost of living allowance, the right not to cross a picket line, as well as the right to strike over product commitments and plant closures and outsourcing moratoriums,”  said UAW President Shawn Fain. After averting a expanded strike at its plants last week, Ford are back “on the bad side of the UAW,” Wedbush says. The expanded strikes will target Ford's Assembly plant in Illinois and GM's Lansing plant, adding “another 7,000 union workers to strike joining the current 18k UAW workers across the US,” it added. Nike Inc (NYSE:NKE) reported blowout fiscal first-quarter earnings that offset a miss on revenue, stoking optimism among Wall Street and sending the athletic apparel giant more than 6% higher. Nike also forecast fiscal Q2 revenue to be up slightly form the same period last year, which if it manages to achieve will positively shift investor sentiment on the stock. “Investors likely become less concerned around China macro, running category share loss, and elevated inventory levels in favor of getting excited about a stabilizing top-line trajectory with an accelerating rate of margin expansion,” UBS said if it becomes clear that Nike can achieve its Q2 revenue guidance. ProPicks AI evaluates GM alongside thousands of other companies every month using 100+ financial metrics.

Using powerful AI to generate exciting stock ideas, it looks beyond popularity to assess fundamentals, momentum, and valuation. The AI has no bias—it simply identifies which stocks offer the best risk-reward based on current data with notable past winners that include Super Micro Computer (+185%) and AppLovin (+157%).

Want to know if GM is currently featured in any ProPicks AI strategies, or if there are better opportunities in the same space?",neutral,neutral
"By Karen Brettell NEW YORK (Reuters) - The dollar rose against the euro and yen on Tuesday as traders awaited inflation data on Thursday for clues on when the Federal Reserve is likely to cut rates. In cryptocurrencies, bitcoin dipped but remained near its strongest level since April 2022 as anticipation mounted the Securities and Exchange Commission will imminently approve spot bitcoin exchange-traded funds (ETFs). The dollar index had hit a five-month low in December when investors priced for the likelihood that the Fed will cut rates sooner rather than later as inflation eases closer to its 2% annual target and economic data shows signs of softness. It has recovered from some of that weakness this year, with the sell-off seen by some as overdone heading into year-end. But Fed expectations are likely to continue to drive dollar moves. “Throughout December the theme was really the Fed pivoting amidst weaker data,” said Bipan Rai, North American head of FX strategy at CIBC Capital Markets in Toronto. “At this point we’re pricing in a significant amount of easing from the March meeting and the risk/reward is tilted to a degree. Maybe there are some market participants out there that look at what’s priced in and are easing up on their dollar shorts that were initiated in December,” he added. The release on Thursday of the consumer price inflation report for December will be the main piece of economic data this week. It is expected to show headline inflation rose 0.2% in the month and by 3.2% on an annual basis. If the data confirms that inflation is continuing to moderate it could boost expectations for a March rate cut, though if it comes in above expectations it could also reverse some of that pricing. Fed funds futures indicate a 64% probability of a March rate cut, down from 70% a week ago, according to the CME Group’s FedWatch Tool. ""The market is still trying to find its feet in terms of the trajectory and timing of the first U.S. rate cut,"" said Kamal Sharma, senior G10 FX strategist at Bank of America, who expects the Fed to start cutting rates at the March meeting. ""Our base case scenario is for a soft landing, lower dollar, bull steepening and that broadly should be supportive of risk assets more generally,"" Sharma added. Data on Tuesday showed that the U.S. trade deficit unexpectedly narrowed in November as imports of consumer goods fell to a one-year low amid slowing domestic demand, a trend that, if it persists in December, could result in trade having no impact on economic growth in the fourth quarter. The U.S. dollar index, which measures the greenback against a basket of six currencies, was last up 0.26% at 102.57. The euro dipped 0.23% to $1.09250, while sterling slipped 0.39% to $1.26990. In Asia, data on Tuesday showed core inflation in Japan's capital slowed for the second straight month in December, taking some pressure off the Bank of Japan to rush into exiting ultra-loose monetary policy. The dollar was last up 0.25% at 144.54 yen. Bitcoin fell 0.26% to $46,874, after reaching a 21-month high of $47,281 on Monday. Investment managers had on Monday disclosed the fees they plan to charge for their proposed spot bitcoin ETFs, in another step toward approval this week by the U.S. securities regulator. AI computing powers are changing the stock market. Investing.com's ProPicks AI includes dozens of winning stock portfolios chosen by our advanced AI.

Year to date, 3 out of 4 global portfolios are beating their benchmark indexes, with 98% in the green. Our flagship Tech Titans strategy doubled the S&P 500 within 18 months, including notable winners like Super Micro Computer (+185%) and AppLovin (+157%).

Which stock will be the next to soar?",neutral,neutral
"The International Monetary Fund (IMF) has requested additional data from Pakistan's Power Division on Monday, as it deliberates over the country's proposal for relief in inflated electricity bills for August and September. The IMF's response to the proposal is eagerly awaited, with authorities from both the Power and Finance Divisions currently engaged in discussions with IMF representatives. The proposal, which was presented to the IMF earlier, suggests a reduction of up to 30% in power tariffs for August and September. The impact of this reduced tariff would then be distributed to consumers over the six winter months from October 2023 to March 2024. The data being discussed with the IMF relates to these proposed measures and their potential impact on the country's circular debt, cash flow situation, and further delays to independent power producers. This development follows comments made by interim Prime Minister Anwaar-ul-Haq Kakar on August 31. He stated that the government was in negotiations with relevant multilateral financial institutions regarding potential relief measures for electricity consumers. While he suggested that an announcement would soon be made without defying international commitments, the deadline has passed without a decision from the IMF. Sources close to the matter expressed hope that the IMF would respond positively on Monday. They said, ""We have shared the required data with the Fund people hoping that IMF may today come up with its response with a yes or no to the assertions of the Finance and Power Divisions, seeking permission for relief to inflation-stricken people in electricity bills."" This article was generated with the support of AI and reviewed by an editor. For more information see our T&C. The best opportunities often hide in plain sight—buried among thousands of stocks you'd never have time to research individually.

That's why smart investors use our Stock Screener with 50+ predefined screens and 160+ customizable filters to surface hidden gems instantly.

For example, the Piotroski's Picks method averages 23% annual returns by focusing on financial strength, and you can get it as a standalone screen. Momentum Masters catches stocks gaining serious traction, while Blue-Chip Bargains finds undervalued giants.

With screens for dividends, growth, value, and more, you'll discover opportunities others miss. Our current favorite screen is Under $10/share, which is great for discovering stocks trading under $10 with recent price momentum showing some very impressive returns!",positive,positive
"By Stanley White TOKYO (Reuters) - The dollar fell against the yen and the euro on Thursday before data expected to show a surge in U.S. claims for unemployment benefits as companies lay off workers due to the rapid spread of the coronavirus. The pound extended declines against the euro and the dollar due to worries that Britain is not prepared to deal with an increase in coronavirus cases after the flu-like illness ravaged health care systems in Italy and Spain. The Australian and New Zealand dollars, both of which are closely liked to the global commodity trade, fell against their U.S. counterpart as traders avoided taking on excessive risk. Investors are anxiously awaiting the passage of a $2 trillion U.S. stimulus package to offset the economic impact of the coronavirus pandemic, but there are already indications that some U.S. states will need more money for medical supplies as the health care system struggles to cope. ""It could be difficult for the markets to digest weekly jobless claims,"" said Tohru Sasaki, head of Japan markets research at JP Morgan Securities in Tokyo. ""Bad numbers are expected and priced in to a certain extent, but there are people who think things will get even worse. In the end this may support the dollar as investors choose to bring their money home."" The dollar fell 0.47% to 110.69 yen in Asia on Thursday. Against the Swiss franc , the dollar eased slightly to 0.9752. Sterling fell 0.3% to $1.1837 and fell 0.6% to 92.11 pence per euro (EURGBP=D3). The pound's losses accelerated early in Asian trade after the British government said the total number of coronavirus cases in the UK rose to 9,529 on Wednesday from 8,077 the previous day. U.S. weekly jobless claims due later on Thursday are expected to rise to around a million, which would be well above the previous peak seen during the global financial crisis. Some analysts say jobless claims could even exceed one million as companies are expected to rapidly shed workers. Draconian restrictions on personal movement aimed at slowing the spread of the coronavirus are widely expected to cause a global recession. Federal Reserve Chairman Jerome Powell is scheduled to speak on U.S. television at 1100 GMT, which may provide more information about policymakers' response to the pandemic. Republicans and Democrats in the U.S. Senate are expected to vote on Wednesday on a $2 trillion emergency package that U.S. President Donald Trump is expected to swiftly sign the bill into law. The euro (EUR=EBS) rose 0.2% to $1.0901 in Asia on Thursday. The common currency held on to gains against the Swiss franc (EURCHF=EBBS), trading at 1.0638. The German lower house on Wednesday suspended the country's debt brake and approved a debt-financed supplementary budget of 156 billion euros to pay for healthcare and keep companies afloat. Singapore's economy suffered its biggest contraction in a decade in the first quarter, data showed on Thursday, as the coronavirus pandemic prompted the city-state to cut its full-year GDP forecast and plan for a deep recession. The Singapore dollar , which already hit the lowest in more than 10 years on Monday, barely budged after the GDP data. However, the figures are likely to reinforce fears that global activity will sharply contract in the first half of the year. Singapore is one of the world's most open economies. The Australian dollar fell 1.3% to $0.5879, while the New Zealand dollar declined by 1% to $0.5793. Both the Aussie and the kiwi collapsed to multi-year lows earlier this month as nervous investors liquidated positions in favor of holding their money in the greenback in cash deposits.",neutral,neutral
"By Gina Lee Investing.com – The dollar was up on Thursday morning in Asia, hitting a three-week high against the yen in early Asian trading. The U.S. currency held firm and was supported by rising U.S. Treasury yields, which hit two-week peaks overnight. The U.S. Dollar Index that tracks the greenback against a basket of other currencies inched up 0.04% to 102.34 by 12:57 PM ET (4:57 AM GMT). The USD/JPY pair inched down 0.06% to 130.04. The AUD/USD pair edged down 0.15% to 0.7164 and the NZD/USD pair inched down 0.04% to 0.6480. The USD/CNY pair edged up 0.19% to 6.6989 and the GBP/USD pair inched up 0.04% to 1.2487. The dollar climbed as far as 130.23 yen, its highest since May 11 and extending Wednesday's 1.1% gain. It was also heading back towards the 20-year peak of 131.34 hit in May. The euro traded at $1.0654 after falling 0.81% to a 10-day low overnight. ""If you look at the equity market, at bonds, at dollars, it all sort of joins up,"" National Australia Bank head of foreign exchange strategy Ray Attrill told Reuters. ""In the last 48 hours or so we've seen a reversal in declines in U.S. Treasury yields, the 10 year is now back near 3%, equity markets have been struggling and the U.S. dollar strengthening. It's almost a mirror image of what we saw last week, when there was talk of a possible pause in the tightening cycle."" ""Also I think the euro has pretty much done what it can do on the upside ahead of the ECB meeting next week, because a lot is priced in now,"" Attrill added. The U.S. benchmark 10-year yield hit a two-week high of 2.951% on Wednesday, with data showing U.S. manufacturing activity picked up in May 2022 as demand for goods remained strong. The manufacturing purchasing managers’ index (PMI) at 57 and the ISM manufacturing PMI was 56.1. U.S. job openings also remained at high levels, with the Institute of Supply Management (ISM) manufacturing employment index at 49.6 and the JOLTs jobs opening index at 11.4 million. Yields have been on an upward trend as the U.S. Federal Reserve has hiked interest rates quickly in an attempt to curb inflation and avoid an economic recession. The 10-year yield was a touch softer in early Asia at 2.9145%. Investors are also awaiting Friday's U.S. jobs report, including non-farm payrolls. The European Central Bank will have its policy meeting in the following week, where it is expected to give more details about its plans for interest rate hikes. In Asia-Pacific, the Australian dollar was little changed. In cryptocurrencies, bitcoin was trading around the $29,800 mark after falling overnight, unable to sustain its climb above the $30,000 mark earlier in the week. ProPicks AI evaluates NABZY alongside thousands of other companies every month using 100+ financial metrics.

Using powerful AI to generate exciting stock ideas, it looks beyond popularity to assess fundamentals, momentum, and valuation. The AI has no bias—it simply identifies which stocks offer the best risk-reward based on current data with notable past winners that include Super Micro Computer (+185%) and AppLovin (+157%).

Want to know if NABZY is currently featured in any ProPicks AI strategies, or if there are better opportunities in the same space?",positive,neutral
"By Chibuike Oguh NEW YORK (Reuters) -The U.S. dollar strengthened against most major currencies on Tuesday following better-than-expected retail sales data that seemed to support a less aggressive stance by the Federal Reserve, which is widely expected to deliver its first interest rate cut in more than four years. Commerce Department data showed on Tuesday that U.S. retail sales unexpectedly rose 0.1% in August, suggesting that the economy remained on solid footing through much of the third quarter. The Fed's Federal Open Market Committee will give its interest rate decision at the conclusion of its meeting on Wednesday after which Chair Jerome Powell will hold a press conference. The last Fed rate cut was in March 2020 during the COVID-19 pandemic. ""I think like all the markets at this point are hostage to this FOMC meeting tomorrow,"" said Marvin Loh, senior global market strategist at State Street (NYSE:STT) in Boston. ""Retail sales were okay. It certainly doesn't show that there should be an imminent rush to have supersized cuts and it would be somewhat unprecedented for the Fed to really panic in rate cuts given where the market is at this point."" Against the yen, the dollar rose 0.87% to 141.830 after initially weakening following the retail sales data. The euro was down 0.10% to $1.112125, not far from the year's high of $1.1201. Against the Swiss franc, the dollar was up 0.15% to 0.8460. The dollar index, which measures the greenback against a basket of currencies including the yen and the euro, gained 0.199% at 100.90. Fed funds futures show the chance of a 50 basis point rate cut stood at 63%, against 30% a week ago, while the chances of a 25 basis point cut was at 37%. The odds have narrowed sharply after media reports revived the prospect of a more aggressive easing. Other economic data on Wednesday appeared to provide support for the Fed to be less aggressive in cutting rates. U.S. business inventories, a key component of gross domestic product, posted a better-than-expected gain of 0.3% in July while factory output rebounded in August. ""Overall, the market is pricing in numerous rate cuts over the next several months and there are those voices that suggest that maybe the market has gotten ahead of itself,"" said Axel Merk, president and chief investment officer at Merk Investments in Pal Alto, California. The Bank of Japan is expected to keep policy steady on Friday but signal that further interest rate hikes are coming, perhaps turning the next meeting in October into a live one. The Bank of England is also expected to retain interest rates at 5% when it meets on Thursday, although markets have priced in a nearly 36% chance of another cut. Sterling - the best performing G10 currency this year with a 3.41% rise on the dollar - has risen thanks to signs of resilience in Britain's economy and stickiness in inflation. It was last down 0.37% at $1.31665. Chinese markets are closed for the Mid-Autumn Festival break until Wednesday, though the yuan was up 0.16% at 7.1090 in offshore trade. The Canadian dollar was up 0.04% at $1.35935. The Australian and New Zealand dollars bought $0.67595 and $0.61900 respectively. In cryptocurrencies, bitcoin gained 5.00% to $60,544.00. Ethereum rose 3.29% to $2,349.00. Currency bid prices at 17 September​ 06:54 p.m. GMT Description RIC Last U.S. Close Previous Session Pct Change YTD Pct High Bid Low Bid Dollar index 100.91 100.7 0.21% -0.45% 101 100.56 Euro/Dollar 1.1121 1.1133 -0.11% 0.75% $1.1146 $1.1111 Dollar/Yen 141.87 140.59 0.91% 0.59% 141.93 140.36 Euro/Yen 1.1121​ 156.53 0.79% 1.38% 157.87 156.06 Dollar/Swiss 0.8461 0.8449 0.15% 0.53% 0.8478 0.843 Sterling/Dollar 1.3163 1.3216 -0.4% 3.44% $1.3229 $1.3147​ Dollar/Canadian 1.3593 1.3587 0.06% 2.55% 1.3617 1.3581 Aussie/Dollar 0.6756 0.6752 0.07% -0.9% $0.6769 $0.6742 Euro/Swiss 0.9409 0.9403 0.06% 1.32% 0.9422 0.9383 Euro/Sterling 0.8447 0.8423 0.28% -2.55% 0.8454 0.8419 NZ Dollar/Dollar 0.6186 0.6201 -0.21% -2.07% $0.6211 0.6179 Dollar/Norway 10.5965​ 10.5865 0.09% 4.55% 10.623 10.5601 Euro/Norway 11.7859 11.786 0% 5.01% 11.8099 11.7553 Dollar/Sweden 10.1823 10.1687 0.13% 1.15% 10.2075 10.1504 Euro/Sweden 11.3252 11.322 0.03% 1.8% 11.3465 11.306 ProPicks AI evaluates STT alongside thousands of other companies every month using 100+ financial metrics.

Using powerful AI to generate exciting stock ideas, it looks beyond popularity to assess fundamentals, momentum, and valuation. The AI has no bias—it simply identifies which stocks offer the best risk-reward based on current data with notable past winners that include Super Micro Computer (+185%) and AppLovin (+157%).

Want to know if STT is currently featured in any ProPicks AI strategies, or if there are better opportunities in the same space?",negative,positive
"By Peter Nurse Investing.com - European stock markets are seen opening largely lower Friday, amid concerns about the global economic recovery as the coronavirus pandemic continues to weigh. At 2:10 AM ET (0610 GMT), CAC 40 futures in France dropped 0.2%, the FTSE 100 futures contract in the U.K. fell 0.7%, while the DAX futures contract in Germany traded 0.1% higher, U.S. stocks closed lower Thursday, weighed by employment and housing data which pointed to signs of a slowdown in the country’s economic recovery. Data in Europe continued in the same vein Friday, as U.K. retail sales rose 0.8% on the month in August, slightly better than the 0.7% predicted, but still a sharp slowdown from the 3.7% growth seen in July. Thus, while a rebound of sorts is also underway in Europe as lockdown restrictions have been eased and businesses reopened, France, Spain and the U.K. among others are grappling with a virus resurgence. That is raising the very real possibility of renewed restrictions and lockdowns. ""A flaring in the number of Covid-19 infections over the summer months has made it very clear that if there is no effective vaccine, growth will be handicapped,"" said Peter Vanden Houte, chief economist at ING. Globally, coronavirus cases have topped 30 million, according to data from Johns Hopkins University, with infections showing no signs of slowing more than six months after the pandemic was declared. The death toll is approaching 1 million, with the U.S. topping the list with almost 200,000 fatalities. Investors are still fretting over the Federal Reserve’s decision not to add additional stimulus while Congress argues over a new relief bill and with the European Union’s 750 billion euro recovery fund only due to kick in next year. In corporate news, Spain's Caixabank (MC:CABK) has announced the terms of the acquisition of state-owned lender Bankia (MC:BKIA) in deal that will create Spain's biggest domestic bank. Continuing the takeover theme, buyout firm Apollo Global Management (NYSE:APO) is weighing up the acquisition of plastics manufacturer Covestro (DE:1COV) according to Bloomberg, while the London Stock Exchange (LON:LSE) is also chatting to Euronext (PA:ENX) over the possible sale of Borsa Italiana. Oil prices climbed Friday, with the complex set for its best week since June on the back of strong words from Saudi Arabia about adherence to agreed production cuts and reduced U.S. stockpiles. On Thursday, Saudi Arabia’s Prince Abdulaziz bin Salman was vocal in his criticism of OPEC+ members that have failed in their commitments to cut output levels. That followed U.S. government data, released earlier in the week, showing a surprise draw in crude stockpiles last week, another boost to the market. U.S. crude futures traded 0.8% higher at $41.28 a barrel, while the international benchmark Brent contract rose 0.7% to $43.58. Both benchmarks have seen gains of over 9% this week, the first positive week in three. Elsewhere, gold futures rose 0.6% to $1,960.80/oz, while EUR/USD traded 0.1% higher at 1.1855. ProPicks AI evaluates CABK alongside thousands of other companies every month using 100+ financial metrics.

Using powerful AI to generate exciting stock ideas, it looks beyond popularity to assess fundamentals, momentum, and valuation. The AI has no bias—it simply identifies which stocks offer the best risk-reward based on current data with notable past winners that include Super Micro Computer (+185%) and AppLovin (+157%).

Want to know if CABK is currently featured in any ProPicks AI strategies, or if there are better opportunities in the same space?",neutral,neutral
